Hybridization REF	TCGA-BH-A18L-01A-32R-A12D-07
HBG1	-5.023
RPRML	-1.76825
JOSD2	0.667666666666667
PLSCR3	-0.727
SPOCD1	-0.337833333333333
RAB39	0.2415
GHRH	0.621166666666667
ITIH5L	-0.2345
C17orf37	1.9895
SMCR8	0.488
DPY19L2P3	2.612
IL11RA	-0.482
GDF3	-3.979
RPS6KB1	-0.275
DNAJC19	0.6816
TOP1	0.3135
CRCT1	-0.485
MPST	-0.69075
DPM2	0.870875
FAM38B	-2.7095
SLC18A1	1.42233333333333
FARP1	-0.628833333333333
PAX7	0.2785
TUBD1	-0.53525
GNL3	-0.107875
BTG2	2.74273333333333
NDUFS6	0.58475
C1orf79	-1.1445
ERAL1	0.73175
ECHS1	0.359
VPS4A	-0.552333333333333
CYP11A1	-1.27925
ABCC6	-0.908071428571429
PBX4	-4.0695
MOSC1	0.00425
NCF4	-0.10475
HYMAI	0.3445
NAGPA	0.00475000000000002
OTOP2	0.16825
ACOT12	0.29
MTHFD2L	0.662
LOC441376	3.922
C19orf34	-0.365
RAB1B	1.429
ALDOAP2	0.147
NTRK1	-2.016
ARTS-1	0.7329
SLC6A11	-1.5715
NAP1L2	1.45575
CNGB1	0.158333333333333
EPB41L4B	1.853
FAM134B	4.046
HS3ST3A1	-2.71616666666667
CPXM2	3.6365
SIRPB2	0.976
CHORDC1	0.887333333333333
TRIB3	-1.61616666666667
SLC2A5	0.32475
C2orf49	-0.191333333333333
DDX5	0.244
OR5L1	0.415
ANAPC4	-0.354666666666667
ZSWIM1	0.93025
LOC93622	1.09525
KCNK3	2.9102
RP11-35N6.1	-2.780875
ZFP161	0.565
AQP9	2.19325
SLC15A2	-2.27966666666667
MREG	0.3385
OR9I1	0.7455
PDLIM2	-0.653375
ADAM7	0.7295
GSTCD	0.381333333333333
WDR21A	0.221375
SLC12A8	-0.0816666666666666
TMEM174	0.31575
IGSF3	-0.621083333333333
LRRN1	-4.08325
LOC402117	0.097
SRPK1	-1.72983333333333
LY6K	0.3818125
NFIA	0.3885
PTCD3	-1.5345
LEP	3.32383333333333
PCDH21	-0.590666666666667
MAPKAPK2	1.37178571428571
NMNAT1	-1.256
LHFPL2	0.0455
C9orf43	1.651
DIP2A	-0.787833333333333
ACTR8	-0.229875
CCDC34	-1.11025
PTPN22	-1.12275
ITGA3	-0.7435
FAM129C	0.22675
RABGGTA	0.796833333333333
UNC45B	0.5225
KIAA1033	0.26525
ZNF510	0.199833333333333
CYP2D6	-0.689833333333333
SLC26A10	-2.662
STX8	-0.286
LUZP1	-0.64825
WDR89	0.1325
EIF4G3	-0.3084
C5AR1	1.20425
ZNF623	1.873
A2M	-0.071
TGM7	0.5555
GRPEL1	0.155833333333333
LMNB2	-1.8138
ROCK2	-0.2495
SNX16	1.76175
CCDC66	-0.2685
ANXA3	-3.115
KIAA1609	-1.243375
EED	0.95125
RNF32	1.18566666666667
HES1	-0.4668
CLC	0.4125
ISL1	2.4395
KIAA0528	0.684875
MANEA	0.847375
C1orf61	-1.769
hCG_2001000	1.59225
RAPGEF6	0.5461
KIAA0020	-1.20166666666667
NEIL1	1.09575
C16orf45	0.75575
RBM10	-0.331166666666667
C10orf125	-1.41
MRS2L	0.6335
DNAH17	-0.915875
C19orf10	-1.41275
C1orf160	0.48075
SLFN12	-0.7195
EXOC3	0.166833333333333
HIST3H3	1.25
NCOR2	-0.177166666666667
TNFRSF9	-1.23625
MFSD8	1.248
ALX1	-4.01183333333333
NOL1	-1.0635
PODN	1.7695
TIAL1	-0.475
HIST1H1E	1.4435
NPY6R	0.49025
TM4SF4	0.93425
CORO2A	1.06775
ETNK2	0.549666666666667
APOE	0.5879
ANGPT4	0.2725
HDGF2	-1.12175
G30	0.4545
ST8SIA4	-0.22625
F2RL1	-0.6455
FAM19A4	-4.615
CCAR1	-0.34425
B3GNT7	0.13125
OPHN1	-0.5016
DSCR6	3.2635
C21orf13	1.11216666666667
GAS2L1	0.0341666666666667
RFX3	-0.5215
COPS4	0.4465
BCHE	-4.1905
BCL2	2.45375
HBZ	-3.11883333333333
ARL13B	-0.169875
MAPBPIP	1.95925
MYO15B	-0.096375
SPZ1	0.465333333333333
KIAA1324	2.48488888888889
PLCL2	-1.677875
C4orf29	0.4635
WDFY2	-1.547625
ZNF284	-0.653
NAALADL1	0.4855
DUSP5	0.887666666666667
PXDN	-1.487
SLMO1	-0.74925
TNXB	0.0484
BIRC7	-0.70425
A4GALT	0.773666666666667
TIMM22	-0.48625
FAM110C	1.9685
TOMM34	0.10225
ABHD9	-0.187
ADAM32	0.3095
CRHBP	1.79825
AQP2	0.438625
LOC130355	1.80925
ZNF187	0.862166666666667
ZNF816A	0.6105
F7	1.158375
CNOT1	-0.2716
SLC13A4	-0.95475
ZBTB11	0.2345
B3GALT5	-0.58375
EXOC2	1.8515
IRS1	0.9619
TMEM1	-0.00416666666666668
MRPL34	-0.927833333333333
SAMM50	-1.09925
CDC42EP3	-1.113125
HSF2	-0.8963
MFN2	-0.04
TSPAN7	-1.61633333333333
NUCB1	0.421666666666667
RHOH	-1.136
ARL16	0.179
TACR1	0.395
SFRS5	-0.1045
SNX25	0.598875
RHBDF1	-0.370833333333333
PCDH18	1.374
HMG1L1	-0.134
MYO5C	0.918625
MAPK10	-0.09
LDHAL6A	-0.0106666666666667
NUDT12	1.25133333333333
NCAM1	0.071875
GLIS2	0.337
GGTL4	-0.034
DAPP1	-0.67975
ATF7	0.797
KIAA0748	-1.77475
NFIL3	-0.30625
TM6SF1	1.1106
SEZ6	2.11425
NANOS3	-0.856666666666667
DNAJA3	-0.528166666666667
CLDN6	-2.024
CIITA	1.6828
EPHA4	-1.25308333333333
FANCC	-0.26725
CMTM3	-1.44675
PSG3	-0.03775
MRPL15	0.96175
C21orf59	-0.214
PLCXD2	0.129333333333333
C2orf34	0.2335
UBE2L6	1.584
MED14	-0.0616666666666667
HP1BP3	-0.4703
C6orf208	0.0155
TPBG	0.182
OSR2	3.59575
XPC	-0.480833333333333
KLHL7	-0.04475
CCR3	-1.0225
AGTPBP1	0.446333333333333
PCSK6	-0.539266666666667
STAT5A	-1.3011
FAM18B	0.2385
LONRF2	0.688166666666667
PTPN2	-0.915625
SF3A3	-0.786333333333333
EFCBP2	-0.254
HCFC1	-0.573833333333333
AHNAK	0.06395
ACTR5	-0.10325
KIF14	-0.574
TENC1	0.34875
HEATR5B	1.561
YIPF2	0.0288333333333333
MYEOV2	1.3035
DUSP18	1.10975
KIAA1012	1.06225
AHR	0.160333333333333
C17orf53	-0.539833333333333
PTPRH	-3.758
ATP6V1C1	2.2956
TAS2R3	-0.513
LOC440356	3.29475
COQ10B	0.804
PSMF1	0.675916666666667
SORBS2	0.6275
NFE2L2	0.26625
TMCO7	-0.72225
SH3PXD2A	-0.3318
SH2D2A	-1.022
SPINK5	-2.9835
MRPS24	0.0035
OPA3	0.090625
TRAF7	0.259166666666667
C4orf35	0.0894
MT1G	0.228375
MGC39545	0.43025
HS1BP3	0.4817
OR2B2	0.6745
CHRM4	-0.017
SFRP2	-0.769583333333333
RIC3	-1.80275
ART1	-0.3455
C6orf1	1.097
DUS4L	-0.4905
C10orf104	1.0425
TNFAIP6	0.942
RTEL1	-0.2215
CCT4	-0.3008
ZNF709	-0.18125
CHMP6	0.746166666666667
UPP2	-0.7545
CYP19A1	-3.119875
CD151	-0.561833333333333
NDUFA13	0.0345
ARFRP1	-0.551666666666667
FAM26B	1.504
CRYBA1	-3.016
MRPL41	0.3615
NPFFR2	-0.3515
HRH2	0.1285
SCAMP3	1.032
MTMR6	1.2707
MTG1	-0.8065
UBTD1	0.272
CRABP1	-2.857
FLJ33790	0.3332
KIAA1908	-0.955333333333333
GPR158	2.6755
PACSIN3	-1.2845
OMD	0.154
CATSPER1	-0.769333333333333
HOXB8	-0.63125
FBXO46	0.9675
OAS1	2.38316666666667
SVIL	-0.043
PHB2	-0.6185
ADCY3	-0.086
NDRG2	-0.364166666666667
ERMAP	-0.1797
APBA2	-2.43783333333333
IGSF9	0.9985
WNT6	-0.703142857142857
MYCBPAP	3.09125
ATP2B2	-0.3978
CPVL	-1.125
TRAM2	-1.09158333333333
NOP5/NOP58	-0.4855
ZNRF4	0.35825
TLK1	0.695
MTMR12	0.874428571428571
ZNF384	-0.370333333333333
FAM9B	-2.59075
RPN1	0.0048
PMVK	1.712
EIF3D	-0.1737
SIX2	2.62325
HPS1	0.890071428571429
RNF7	-0.62225
PSKH2	-0.0695
KCTD13	0.959666666666667
CSMD3	1.8257
FBF1	-0.182
IL8	-4.684875
SERPINB13	0.145833333333333
FBXL20	1.29375
BLR1	0.73725
SH2B1	-0.0323333333333333
RFNG	-0.044375
RAB20	-0.442333333333333
RBM7	-0.86525
POLR1A	-0.757333333333333
TMPRSS4	2.60475
TAF9	0.110375
TERF2	0.3385
TNFRSF1A	0.111666666666667
ACADVL	-1.2255
GTF2H5	-0.3075
EDG8	-0.602833333333333
C9orf140	-1.14075
UST6	0.4555
ZBTB8OS	-0.35675
ZNF710	-0.046
GPR174	-2.034
ATP6V0A2	-0.12625
KIAA0319L	-0.0833333333333334
XKRX	1.7355
DOPEY2	1.47
SDHD	-0.67975
SUMF1	1.6095
OSM	3.44575
OPN3	0.361
DAGLB	-0.510666666666667
PPFIBP1	-1.4765
TRIM63	-2.733
C10orf53	0.7815
LYPD3	1.152
BCL7A	0.439625
AGER	-1.55566666666667
TCF19	-0.0235
SAT2	-0.08925
PFTK1	-1.592
GABRE	-3.195375
C15orf38	1.1518
FIS1	0.4055
KCNV2	0.15725
CLPS	1.461
PPCDC	-0.33125
FOXN2	0.0686666666666667
NT5E	-3.7152
CD83	0.645
IL18	-0.469375
VPS16	-0.12975
IGFBP2	-2.08916666666667
NOTCH2	-0.13675
SIGLEC1	3.22825
CD93	4.862
SULF2	-2.022
CEP164	-0.093875
P53AIP1	0.352833333333333
TOR2A	0.188666666666667
ZNF136	-0.4425
MGP	2.1286
CCDC144A	-1.736
TRPC1	-1.279
SMS	-0.420833333333333
MAPK7	-0.918333333333333
RRAGC	0.44975
PARD6A	0.974666666666667
NUB1	0.235333333333333
SYNGR4	0.7035
OR11H12	0.3025
WIF1	0.115625
GCH1	1.197
OR11H4	0.153
SLC44A5	0.932
GPRIN2	-0.925833333333333
LOC401431	0.619
CPA4	-2.5081
MELK	-1.87255555555556
IL15RA	0.802
CUL3	1.46025
HMBOX1	-0.161
PODXL	0.21475
CCT6B	-0.857833333333333
COMTD1	0.93125
MUC20	3.23166666666667
GPX2	2.95475
ITK	-1.7545
FBXL5	1.71775
C13orf27	-0.74275
DEFA5	-0.804
TRHDE	-0.349
MTP18	-0.806333333333333
UQCRQ	1.2941
ITGB2	0.320083333333333
CSRP2BP	0.47725
TAS2R44	0.4365
PHPT1	0.812125
FAM44C	0.18975
ERH	0.5445
MPHOSPH1	-0.161333333333333
MORC1	-0.662
PARVB	-0.766
LAMA1	-2.58841666666667
PGBD3	0.38225
GIMAP6	3.89925
AREG	-2.88583333333333
LIPT1	0.088
MGC99813	1.422
C1orf201	0.794833333333333
GRIN2A	-0.7498
MAN2C1	-1.197
NSUN5	-0.68925
SF3B5	-0.46075
MYC	0.7889375
NRXN1	0.69475
ZNF18	-0.1185
SPDYA	-0.720285714285714
SLC37A1	1.422
DECR2	0.9295
ANKRD38	-1.47075
SPTLC3	-2.482
SUPT16H	0.071
DTWD2	0.8185
ULBP1	-0.3805
ZADH1	0.728666666666667
OIP5	-1.576
IL10RB	0.1005
OTUB2	0.63475
VWA3A	0.130666666666667
SPIC	-0.264166666666667
OR6C4	0.2745
PSCD4	0.825666666666667
DPY19L2P2	-0.8395
TRAPPC6A	1.55783333333333
C21orf2	-1.17616666666667
CEMP1	0.6495
LIN7B	0.6445
E2F7	-1.321
VCP	-0.539875
LAMA3	2.79875
BGN	0.6435
GPR160	2.3205
COCH	-5.19
GPR81	2.273
APOBEC3F	-2.38575
tcag7.1017	-0.9775
C1orf32	0.4385
SCGB1D2	4.979
FLJ43987	-1.1375
C6orf170	0.654
KLK9	0.14
GPD1L	1.172625
VPS37B	-0.773
ATG3	-0.172
ADAMTS17	-0.556
KLHDC2	0.210833333333333
NDUFV2	-0.35175
BLK	-2.88725
MATN4	-1.5895
GPM6A	4.360875
GBP4	2.94683333333333
TMEM162	-0.0475
PKP2	-1.888
HRASLS	-3.62122222222222
MMP1	-4.35725
SFXN3	0.0871
FSD1	-1.80933333333333
ST6GALNAC3	-1.19016666666667
CA12	2.0601
NCOA6	0.5265
C19orf58	-0.4413
PPP4R1	-0.876333333333333
MAN1A2	0.779666666666667
IKBKAP	-0.65225
UPF1	-0.0513333333333333
KIAA1219	1.56425
WNT16	-0.1915
SNW1	0.471125
IL18RAP	1.85875
RPP30	-1.211875
CDC40	-0.0355714285714286
SETD3	0.760333333333333
SLAMF6	-0.03
ELK4	0.56
TRIM47	-0.133666666666667
ACOX3	2.119625
TRIM6	-0.638125
KIAA0372	0.444
TP53AP1	0.339625
SMURF2	-0.5825
ADAD1	0.43675
EBP	-0.4205
KRTAP13-2	-0.033
FLJ36874	-1.26616666666667
TOR1A	-0.0941666666666667
P2RY4	0.207
GPBP1	0.7395
TRPV1	-0.046
ADAMTS12	-0.486166666666667
PES1	-0.6436
ATG4A	1.11483333333333
MAGEA10	-4.577
WFS1	0.85375
CC2D1B	-0.4825
PABPN1	0.379
SLC25A30	0.012
SLCO1C1	-0.196666666666667
SLC22A5	2.2225
KIF23	-1.26316666666667
SYN2	-0.300666666666667
ASPN	6.81583333333333
CENTG2	0.9105
QSOX2	-0.2527
FLJ10815	-0.1565
STK24	-0.20975
SPEG	-0.9468
STK10	-0.0593333333333333
DACT2	-1.0965
AAAS	-0.389
SSX3	-0.283
ABCD3	1.0259
C4orf12	1.316375
PARVG	0.0311666666666667
FIG4	-0.0755
C9orf46	-0.171
TMCO6	0.2715
IGHMBP2	0.51475
DUS2L	-0.777333333333333
FAM3C	0.3519375
TMEM16D	-2.56875
DCTN4	0.86925
KCNH3	-0.27225
EIF2AK2	1.52575
AP1S3	0.85325
CST4	1.5985
PAM	-0.642625
NUTF2	-1.664
CITED2	-0.7564
SLC39A4	2.9565
C2orf52	-0.4975
GRM3	-0.5995
C12orf49	1.32925
CCDC49	0.8892
GRAMD1B	-1.532625
FNDC4	-1.05975
SIAH2	0.7
GDPD4	0.1325
C21orf87	0.92775
ATP5A1	-0.269833333333333
C16orf63	0.59975
LOC388135	-0.244833333333333
ATP5J2	-0.4505
MMP3	-4.4335
EMID2	-0.62025
CRHR1	0.26225
WDR70	0.47475
C13orf31	1.4525
ZFAND1	1.716
CCL18	3.64916666666667
C3orf49	0.748
RINT1	-1.041
KIAA0408	-2.46466666666667
F13A1	3.7014
SLC10A1	0.274166666666667
OGN	-0.32575
GIPC2	-1.773
XPO6	-0.0916666666666667
LCE1A	-0.118
FMR1	0.8515
LOC374920	0.00275
DUSP3	0.2675
ANKMY1	0.5545
C7orf50	0.222
BBS9	-0.1167
UNC119B	-0.374875
C9orf72	0.147125
MGC35440	-0.29375
ENTPD6	-0.282375
PPP1R2P9	0.48075
ERCC4	0.4625
FAHD2B	0.661
HMHA1	-0.037
HACL1	-0.66375
RAD23A	-0.354
FAM83B	-1.99875
PPP5C	-0.078
RNASEH2C	0.574125
C9orf153	-0.9345
SCAMP4	0.394875
GHITM	0.6865
NDUFB7	0.258875
ADCYAP1	-0.227
SP110	1.90233333333333
MAP3K7IP2	-0.261
DHH	-0.0455
AGRN	-0.886928571428571
WDR33	0.099
CEP290	0.428833333333333
PRPS1L1	-2.941
KLRA1	-0.8295
GPR97	0.0645
CHD7	1.32383333333333
TLR10	0.5775
SLC30A8	5.5375
HIC1	0.808833333333333
IAPP	-0.022
RXFP4	0.1785
GP1BB	-0.27575
SHQ1	0.5505
NKX2-3	0.188666666666667
API5	0.164
FTHP1	0.7565
MOV10L1	1.3928
TRIM6-TRIM34	1.67433333333333
ADHFE1	1.222
FAM117A	-0.6905
DDI1	0.36
CDON	0.186833333333333
TRIM73	-4.27
IGKC	3.8935
MMP14	-1.936
DYNC1LI1	-0.13
C11orf66	0.0415
TRBV3-1	-2.43366666666667
FASTKD5	0.26875
BIVM	-1.276
LHX4	-0.58675
CXCL2	-2.1195
RAB2B	0.482
IZUMO1	-1.639
MAP3K15	-2.360125
FAM19A2	1.049
ZC3H8	-0.121833333333333
ZMAT1	0.54525
SPINK5L3	-3.24975
SLC10A6	0.22
APPL2	0.652875
CARD10	-1.1635
LOC402176	-0.48625
EEF1D	1.7447
RAB6A	-0.2024
C12orf5	0.140125
PAPOLG	0.8255
MSRB2	0.8165
BCR	-0.280555555555556
PUS3	-0.3885
TIAM2	-1.862
ZNF317	-0.170666666666667
CHD2	-0.0435714285714286
FZD5	-1.97113636363636
NUDT8	-1.62775
ZNF763	0.255
PRC1	-0.490555555555556
ABCB9	1.50966666666667
SPATA3	0.271
TRAK2	0.1545
STAB1	2.676
LRRTM2	-0.0505
psiTPTE22	-0.34275
DBI	0.6405
SERPINA11	-0.00275
NAT5	1.092
C20orf58	-2.257
RPS6KA4	-0.168
FLJ90650	-0.55675
TGFBRAP1	-0.194
CHRDL2	-1.12775
FAHD2A	0.2415
CNTN1	-0.294
BBS4	0.4852
TMEM181	-0.397
MINPP1	1.112
MPHOSPH6	-1.21808333333333
HOXC10	2.5718
ITPKB	-0.956375
CLPTM1L	0.45925
MEOX2	0.971666666666667
ATP6V0C	1.59175
PRPF8	-1.09583333333333
TMC5	2.5025
FKBP3	-0.041
PLEKHB2	0.41375
OR4D6	0.49
ZNF544	-0.3397
D2HGDH	-0.049
RPL18A	-0.543
HEL308	0.24575
MPP6	-3.39125
TCERG1	-0.65975
KRT16	-2.09466666666667
KLF17	-1.303
KLF5	0.624125
CDR1	1.8585
VCX3A	-1.3035
FBLN2	0.300125
C14orf104	0.31475
HBE1	-4.8829
OR4S2	0.945
C1orf108	-1.15533333333333
ROBO4	3.32616666666667
CPEB4	1.72225
C11orf80	1.35766666666667
BCKDHA	0.918166666666667
MYOC	1.62875
GIF	-0.3265
CKMT1A	1.955
RPL3	-0.4041
THBS1	1.457375
APOO	-0.5505
ARMCX1	0.169
HSZFP36	-0.5115
SNAPC5	0.451
EIF4ENIF1	-0.02375
ZNF433	0.173
TNFRSF21	-1.80125
TMPRSS7	-0.6635
SPATA18	-0.0153
HPDL	-1.869
MKL2	2.2259
TBX3	1.95976923076923
C21orf93	-0.0916666666666666
DAXX	-0.85975
ELMO1	-0.226875
RGS13	1.694
TAF11	-0.9325
UNC13A	0.917125
LOC653314	0.4079
ORC3L	-0.997
IMAA	-2.0845
TARBP2	-0.75075
CABIN1	-1.1503
TRIOBP	-0.3420625
HIST1H2AC	2.762375
RGS22	2.0795
NCOA1	0.7595
IL25	0.8915
SNCG	2.234
GPR6	0.171
AMDHD1	-2.38616666666667
CHEK2	-1.843625
C6orf142	-0.73875
DRD4	0.18125
C14orf68	-1.084
GDF11	-2.3985
SEMG2	0.8615
CD247	-1.81125
CDAN1	-0.68225
RBMX2	0.199833333333333
TGS1	1.2235
OIT3	0.7595
SYF2	0.7715
MCM4	-0.633625
PKHD1L1	1.13675
CEP192	-1.15183333333333
IFT88	0.98575
RPL9	0.0954285714285715
RAB32	-1.475625
DDX43	-4.15675
P2RX2	0.126333333333333
OR5D18	0.9265
UBE1	-0.15375
SLC24A1	0.589625
ARHGAP5	0.80075
CETP	-1.1245
KIAA1731	0.728333333333333
SLC9A4	0.656
PTPN6	1.36325
BAHD1	0.46025
GRIK3	1.0815
CACNB2	-1.4574
PDE10A	-1.37825
DGCR14	-0.59125
PCDHB9	-1.40283333333333
RHOQ	-0.301666666666667
MAP3K4	-1.0505
KTI12	-0.134833333333333
RPL23AP13	-2.11325
GNG11	-0.39725
CLCN3	0.986166666666667
GPAM	-0.5965
VSTM2A	4.3005
SLAMF7	2.32416666666667
INTS2	0.19925
PPP2CA	1.3954
LRP12	-0.9726
SEC14L2	-1.54466666666667
DKFZP586H2123	1.728
MC3R	0.0815
CIRH1A	-1.836
HIST1H2AB	0.731333333333333
POLH	-1.277
MGC16703	-2.41883333333333
SNAPC2	-0.404
FILIP1L	0.47375
RASGRP4	0.8185
LRRC1	1.13025
GAS1	-2.407
PRAC	-0.932
DGKA	-0.598666666666667
NT5C3	-0.18
PEG3	-1.09266666666667
NADK	-0.46075
PRR17	0.088
LOC374569	-0.1775
SGSH	-0.168833333333333
NLRP8	0.2035
GALT	-0.2963
MCF2	-1.936
ZNF263	0.58275
TACSTD1	1.70033333333333
TYR	-6.313
ATP6AP2	0.8885
RNUXA	0.6505
ABHD10	0.00729999999999997
GDPD2	-1.1105
SLC35C1	0.27775
UBE2A	0.2205
HERC5	-0.636333333333333
FAM112B	-4.7765
FBXL16	2.6155
DKFZP434A0131	-0.787
ELA3A	-1.816
RBM41	-1.025375
HAO2	-0.20475
RNH1	-0.199125
SHANK2	2.152
OSBP2	-1.42675
DAK	0.0706666666666667
C3orf58	-0.0910833333333333
TCL1B	-0.055
KBTBD2	0.707125
SUGT1L1	1.0735
UBE2E2	-1.38466666666667
MYL9	1.36425
CDC23	0.3325
PBXIP1	1.3818
CXorf40B	1.5245
NBL1	-0.91375
RTBDN	3.0435
RAB11FIP5	0.028125
TTTY13	0.3695
SCOTIN	0.634083333333333
SOHLH1	-0.0443333333333333
CDKN1A	-0.1245
NCK1	0.31875
ZNF550	0.59675
SAPS3	2.69833333333333
SPIN3	0.556833333333333
MAGEE2	-0.4255
MIS12	-1.17316666666667
OR8H2	0.6515
KIAA0774	-2.62
UNC5D	-2.511
CUL7	-1.469
LIPC	-3.69733333333333
DIO1	1.85025
C20orf11	0.7575
CTRL	-0.73575
HS3ST2	2.842
PAK4	0.847166666666667
CCRL1	1.00475
RNF10	0.225
ZNF567	0.87
ZNF660	-1.4735
TCEAL3	1.17525
MAGOH	1.014
CENPB	0.055
C19orf7	0.5645
LOC388965	0.6475
ZCCHC13	0.3665
JMJD1A	-1.6447
HIST1H4H	2.7565
TBRG1	-1.2464
GPC3	-4.457625
TAF1C	-1.575
EBNA1BP2	-0.319666666666667
CIAPIN1	-0.96825
PDGFRA	-2.12827777777778
CSTB	-0.555
CENPI	-0.8355
GTF2E2	-0.822333333333333
RPP21	0.771
CCNF	-0.5465
KCNQ3	0.605
FAM79A	1.00775
SLC22A12	0.169
NOVA1	1.6015
FZD3	0.9451
AKAP8	-1.0805
SOCS5	0.173125
CFDP1	-0.82775
DLG5	1.1095
PGM5	0.407166666666667
C1orf144	0.200916666666667
HDAC10	-1.167
RND2	0.40425
C20orf199	-0.90225
RNMT	-1.304375
SLURP1	0.077
ASTN1	-0.579875
SH3BGR	0.452
MYCL1	-0.1735
ZHX1	1.34216666666667
CENPK	-1.8695
FOSB	1.494
LOC643406	1.54925
C2orf59	-1.161375
TMEM135	1.94
SLC27A2	-0.8035
KRT33A	2.3595
OVOL1	1.49025
PAMCI	-2.87516666666667
S100A7	-0.687
ZNF789	-2.4225
HARS2	0.72875
RPL23A	-0.0368333333333333
TCF23	0.5145
UPF3B	-0.982375
C17orf78	0.4205
HLA-DOB	-0.0311666666666667
C14orf142	0.99
TEKT5	1.88083333333333
DMWD	0.429
POLD1	-1.48233333333333
GSCL	-0.2185
CALD1	-1.1194
SCRT1	0.0448333333333333
AIG1	0.33
UNC84B	-1.09
ZNF404	-2.1125
TMED6	-3.682
KIAA1462	-0.3405
LRRC27	1.68433333333333
PYGO1	-0.509
PIGU	0.592666666666667
ALAS2	-4.04833333333333
WRNIP1	1.0195
CNNM3	0.168
ZNF2	0.70425
ST3GAL5	-0.871666666666667
MRPL23	0.2125
TSSK6	-0.06425
PSMA6	0.19975
C16orf70	-0.3975
KIAA1602	-0.37825
ALMS1	0.1325
DCN	-0.42275
TMEM132D	-1.269
SUCLG2	0.9825
ABHD14A	0.25175
DEXI	0.811833333333333
AMPD2	-1.36783333333333
IFNAR2	-0.527333333333333
CYB5A	2.2182
TLOC1	0.9958
NXF5	-0.652833333333333
NRBF2	-0.0515
KCTD3	1.99475
ITGAE	-0.6885
SLC30A3	-2.038
ZRF1	-1.2005
IFRD2	-0.620875
XAB1	0.073
PYCR2	0.174666666666667
SERPINB3	-5.0475
TMLHE	-0.5471
GEFT	-1.769875
ABCA5	0.620875
EMR4	0.356333333333333
TSFM	0.04275
HIST3H2BB	1.8205
ARHGEF19	-0.293
TSPAN17	0.631
ABCC8	4.37875
MAP1S	-0.243333333333333
C22orf36	-0.66825
BNC2	-2.52328571428572
HIST1H4A	-0.2835
NDUFS3	-0.4095
WDR3	-0.2735
XKR4	-1.14875
TTC33	1.18833333333333
STMN2	3.2755
CPN2	-0.896833333333333
HSPC105	0.64575
PCOLCE2	-2.69175
C3orf55	0.1875
KLHDC9	4.07766666666667
TBC1D23	-0.076375
ATXN2L	-0.553416666666667
MAP2K3	-0.99025
SCAP	-0.5365
ZNF486	-0.202
C20orf96	-1.525
NARS	0.448
ADAMTSL1	-1.0865
PRCC	0.949833333333333
CCDC126	2.4245
ZNF675	-0.467
CALCOCO1	0.99075
ANKRD43	1.632
CWF19L2	-0.442666666666667
ZBTB32	0.829666666666667
BRAF	-0.334
ODF4	0.34025
MGC14376	-0.53
HORMAD1	-3.67633333333333
AAK1	-0.4
PEBP1	0.855416666666667
TNFSF5IP1	-0.593333333333333
DKFZp564N2472	0.50475
RMND1	0.67175
IGKV1-5	3.842
COL1A2	0.592333333333333
SERPINA5	2.727125
AANAT	0.617
C19orf21	-0.0376666666666667
GEMIN5	-0.28425
UBR4	-1.013
LTBP3	-0.2105
AMHR2	-1.96216666666667
PROCR	-1.73425
MYBBP1A	-1.1525
C20orf39	-3.07566666666667
ZNF697	-0.743875
PASK	-0.0457
ZNF776	0.181666666666667
RFXDC2	-0.00274999999999999
KIAA0467	-0.032
C10orf96	null
ZNF503	-0.95325
GULP1	-1.42533333333333
KCNE4	1.444
DKFZp434K191	-2.000625
LOC196913	0.1655
BHLHB4	-0.441
CH25H	0.6465
LOC81691	0.385166666666667
ALPL	0.682857142857143
COL12A1	-0.017875
FOLR3	-2.39716666666667
GPR123	-0.05625
TRIM62	0.459428571428571
ABLIM1	0.183
MAST3	-1.0765
RHBDD1	1.18166666666667
LOC338809	0.0435
RYBP	-0.00600000000000001
TTC26	-0.21875
ZNF22	0.0583333333333333
ISCA2	0.64675
RDM1	-0.00425
PIGM	1.81625
GNB3	-1.168
ACTR2	0.4246
HMGB1	0.1355
EDG1	3.08516666666667
SOAT2	-3.6515
OR10AD1	0.2865
RAP1GDS1	1.72583333333333
LCE1F	0.553
ESM1	-1.1235
RCN3	0.34775
CREBL1	0.01325
DBNL	-0.1975
PTGER3	0.82125
USP30	1.05566666666667
BCL2L12	-1.064
KIF26B	0.451
ZNF416	-0.0405
ZNF225	0.408
C17orf70	0.0965
ZNF554	0.49675
RAE1	-0.257
TNIK	-0.880333333333333
ACTN3	-0.7965
MGC45922	-0.602
CCNA1	-2.54516666666667
RYK	0.198
IL26	0.336
LRP3	-0.369333333333333
QARS	-1.15975
SOX7	1.4005
BID	-1.697875
OR2S2	0.132
CXCL14	4.6675
C11orf47	-0.5675
MGC29891	1.62966666666667
HSPB8	-1.2095
PRDM14	-2.1795
NUFIP2	1.0095
MNAT1	0.680375
ZDHHC2	-2.10658333333333
MBNL2	0.370375
ADD3	-0.923875
CSNK2A1P	-1.0375
KLK6	-2.19833333333333
TMEM111	0.8896
KIAA1279	1.56025
NUBP2	0.644833333333333
RAB42	-1.69575
ID3	-1.2115
TM9SF1	0.8825
MDP-1	1.10225
POU4F2	0.5855
IQCK	1.75825
C16orf14	0.451
CAPN3	-2.25075
FAM43B	-0.6755
RECQL	-0.379
AP1G1	-0.352642857142857
