Hybridization REF	TCGA-BH-A18M-01A-11R-A12D-07
RRP9	-0.5315
OR10H4	0.38475
IL31RA	-1.51833333333333
GNB1L	-1.14466666666667
MYBL2	-2.33
ZNF407	0.8055
PPIG	-0.534166666666667
TTC18	3.401
RPSA	0.0225
MAPT	2.177625
MRE11A	-0.053923076923077
C8orf37	-0.206333333333333
RASGEF1C	-0.528
STBD1	0.32375
CTAG2	-0.3332
MGAT5B	-1.82416666666667
ECM1	0.741
RLN1	2.148
PARP14	1.3468125
EPB41L1	1.155
HOXA3	0.162833333333333
MAGEA9	-4.493
RPS8	-0.2275
RPS19BP1	0.11475
FOXJ2	-0.10075
C10orf76	0.1815
IL17RE	0.8895
C10orf65	-0.16275
ZNF343	-0.293166666666667
FBXO33	-0.41725
UHMK1	0.4573
LY6G6C	-0.40325
FGF19	-2.472
C14orf128	-0.102166666666667
IFIT2	3.171625
TIGD1	-1.01225
S100G	1.1235
GUCY1B3	1.745
NR3C1	-0.103
CORO1B	0.0761666666666667
PARP11	0.892416666666667
DNALI1	4.3505
OR4N4	-0.327625
MAP2K6	0.222
FSTL4	-0.197
ANKRD47	1.386625
TMEM171	-1.7765
PNLIP	-0.8215
YY1	-0.779833333333333
CCDC138	-1.75483333333333
AASDHPPT	-0.7347
CKS1B	-0.7245
MCM3	-1.11716666666667
ANAPC7	-0.514333333333333
FAM110A	0.781
CDC37L1	1.42216666666667
THTPA	1.04225
NBPF20	-1.91
WDR24	0.48375
NPTX2	-2.64825
CBLB	0.055
CETN1	0.648
RPUSD1	0.3785
FAF1	-0.782
CDK6	-2.2157
HMX2	-0.1545
CSK	-0.937166666666667
TEAD2	0.03425
SNAP25	-0.408
TUFT1	1.2919
TMTC3	0.891666666666667
LCK	-1.953
SGOL1	-1.92133333333333
AKTIP	2.41025
FURIN	-0.504625
SOX12	-0.8765
DEFB103A	-0.60775
RAMP1	2.17325
KIR3DX1	0.201
GAS2L3	-1.2495
PDE8A	-1.6586
EDN3	5.24275
GMIP	0.8155
SF3A2	0.881
FN3KRP	0.33875
SMAD7	0.39275
RHBDD2	0.81275
OR11H6	0.337
PPP1R3B	1.0424
C9orf23	0.407
CADPS	-0.595
GOLGA8A	-3.58825
TMEM57	0.504
RGL3	0.4965
S100A14	2.9985
FGFR2	0.5554375
XRCC3	-1.0435
RTN4RL2	0.5345
MGC3771	2.758
GH2	0.116
BTBD2	-0.56075
LMO2	0.41225
RDBP	-0.4575
ACRBP	-1.2785
AMY2A	1.74875
DUOXA1	0.919
PTK7	0.606166666666667
TWF2	0.219833333333333
FAM80A	-0.6545
TNNI2	-2.31666666666667
GLT25D1	-0.523666666666667
OCC-1	-1.77725
CYC1	0.00566666666666667
RPL22	0.704545454545455
MORN3	1.81633333333333
DISP1	1.62925
PRB2	-0.1885
CHUK	0.3365
HR	-0.451625
CCDC134	-0.551375
DENND4B	-1.31675
C14orf130	0.25375
RAB33A	-1.0615
DCST2	-0.454
TNMD	2.008
PEX7	1.15075
FAM62A	-0.177875
SRD5A2L	0.2735
IL22	-0.1135
RPS26	-1.70433333333333
HOXC5	0.2215
SPATA6	1.61775
FLJ38482	0.066625
ZNF234	0.6325
C18orf22	0.8635
SPATA22	0.7535
THOC1	-0.47625
CYP7B1	2.92225
KCNC3	-0.10225
C8orf42	-1.4155
ALDH1B1	0.2535
CCDC100	0.2667
ARMC4	-2.22725
FAM18B2	0.179
SLC44A1	1.26675
FBXO17	-1.31083333333333
C6orf107	-1.1715
C19orf29	-0.457
ZC3HAV1L	-0.00324999999999998
PARP6	-0.0676
SULT2A1	-4.811125
C1orf159	-0.4685
TMC1	0.1255
CHST14	0.00750000000000001
GAMT	0.854833333333333
SMCP	0.265166666666667
TSPAN33	-0.510833333333333
MIDN	-0.502125
NOX4	3.148
RNASEN	-0.1273
TBX1	-1.45933333333333
SALL2	0.084
C10orf35	2.233
CYP2E1	0.044875
LRFN2	1.43783333333333
ACO1	-0.873333333333333
IQCG	1.3127
MEGF9	1.15325
TM7SF4	0.3465
PLEKHA1	0.922
STK33	-2.7365
C1orf210	2.589
SNUPN	0.2182
KIAA0406	-1.7982
C20orf29	0.18
TMEM55B	-0.2155
OSTM1	-0.714
CLCN7	0.1355
OTP	-0.20225
FLJ23049	-0.75325
HEATR4	-0.021
MAP3K10	0.508333333333333
PCDHGA9	0.5725
AMDHD2	0.82675
LCTL	-2.7715
PDCD2L	-0.70675
CABLES2	-0.66
SLC5A9	-0.7195
CLCA2	-1.71166666666667
MGC16025	-0.7585
STRAP	-0.948
C20orf196	-0.4595
RRBP1	0.359
NAT13	-0.5325
MAT2B	1.26875
CSNK1D	-1.20166666666667
KIR3DL1	0.433
PRKAG3	-0.2515
ZNF599	0.1595
PRM3	0.8265
PER2	0.644833333333333
ASPHD1	-2.7555
PRMT6	-0.414
KCNE1L	-0.536928571428572
FAM118A	-1.00316666666667
TAF4	-0.67975
NDUFB6	-0.21125
TRIM9	-1.529
PMFBP1	-1.0845
KY	1.555
DKFZp762E1312	-2.73390909090909
CSMD1	-1.80325
TBP	-0.0991666666666667
OR1Q1	-0.014
RETNLB	0.01075
HPGD	-0.10575
DNAJC12	2.20983333333333
FKBP1B	-1.1335
ANKRD24	-0.247333333333333
CXXC5	0.7985
IL3	0.512125
DRAM	0.6362
PTCH1	-1.37375
TP53BP1	0.258
SLC17A7	-0.43075
COL25A1	-1.2966
AMACR	0.857333333333333
RHCG	0.24675
VPS13A	-1.21608333333333
FAM55D	1.223
PRPF38B	-0.26475
OSBPL6	-0.872
PFDN5	0.6853
CMTM6	1.033
KCNK12	-1.90225
RP2	0.852
C16orf52	-1.307
PICK1	0.026
IFNE1	-0.667666666666667
SEMA4B	0.5
TYRO3	-1.78625
OR12D2	-0.3355
CSNK1A1	0.76515
FANCF	1.72525
LONP2	1.06575
TBL1Y	-1.29275
LDOC1L	-0.22875
CCNC	-0.36725
C3orf60	-0.25225
CHKA	-0.8635
UBAP1	-0.029
MAP3K1	-0.0315
ANKRD9	-1.05825
FAM92A1	-1.3165
GAB2	0.36
AZU1	-0.40975
DIS3	-0.684083333333333
C21orf109	-2.08933333333333
IQCB1	-0.729
SPATS2	-0.372833333333333
EFCAB3	-0.03675
PRB3	-0.146125
FUZ	0.506166666666667
ZNF813	0.3565
BMPER	-0.573
HEG1	0.01925
ALS2CR11	-1.9975
SURF2	0.43475
PSMC1	0.00541666666666666
OR2D2	0.592
SLC7A8	2.20133333333333
C4orf40	0.333
SPATA7	0.836
MAZ	-0.458
PIN4	0.01525
PDE1A	0.1375
TAF6L	-0.0806666666666667
OR2T34	0.4275
KIAA0284	0.2295
ACADS	0.652454545454546
MKRN2	-0.3545
C18orf56	-2.36775
MS4A6E	0.793
GALNT4	-0.4335
C22orf31	0.8265
FLJ36070	0.003
PSME4	-0.343
TFG	0.0979
EPHX2	1.58175
ANXA5	-0.05075
KRTAP1-1	-0.361
BATF	2.3475
KARS	-1.4765
MSTP9	-0.442
GPR26	-0.2235
CCDC72	0.13625
TEF	0.667833333333333
FOXK1	-0.9753
PRLHR	-0.085
EMX1	3.9225
C11orf30	-0.255625
ICK	-0.106875
THSD7B	-0.15425
C21orf100	-1.041
DUOX1	1.9
EFCAB4B	-0.41575
UBE2G2	-1.4445
C3orf54	0.5355
PARP1	-0.51575
FAM60A	-1.48516666666667
C6orf146	0.00375
OR9K2	0.2385
DDX55	-1.28016666666667
RPS15	0.399333333333333
ZNF618	0.881625
DKFZp686D0972	0.59475
SSPO	-0.826
SHFM3P1	0.283166666666667
CPA6	1.4705
JAG2	0.65325
DEFA3	0.42525
PPBPL2	0.461
CD34	4.27175
SLCO4A1	-2.751625
AFG3L1	-1.9485
SHD	-0.3505
RP13-122B23.3	-0.493833333333333
PRKCSH	-1.2345
DPH5	-0.642833333333333
HLA-F	2.64675
TBC1D4	-0.27125
RIG	-0.7946
GLUD1	-0.6795
HNRPCL1	0.537375
HBXIP	-0.06375
RNF207	-0.0635
APIP	-0.222
PLA2G3	-3.01683333333333
CCDC84	-1.4725
MYLIP	-0.0248461538461538
PHIP	-0.39275
AARS2	-0.3765
DHX32	0.3855
SCAPER	-0.281166666666667
MEN1	-0.09425
NIP7	-1.1955
FLJ25404	0.531
FASTKD3	-0.1845
TMEM158	-2.04916666666667
RARA	1.9545
BDH1	-0.321
ANKRD16	0.27825
CARM1	0.3365
SS18	0.465666666666667
IKZF2	-0.0719166666666667
MYD88	0.17975
PML	0.79945
TAF1A	-0.2885
CBFB	-0.59475
HIST1H3H	-1.3935
C7orf29	-1.46675
COMMD4	-0.289333333333333
DPP3	-0.43025
DAB2	1.269375
LOC388882	-0.649
YPEL4	-0.13325
AGBL3	0.948
LRP6	-0.211
SERPINH1	0.281166666666667
TLE1	-1.1475
CD244	1.32666666666667
ZDHHC15	-0.59125
MGLL	-0.262
PLDN	-0.1305
LOC654346	2.04
FAP	3.75275
GPR37	-0.855833333333333
SCARA5	1.58883333333333
EBF4	1.758
LSM6	-0.34575
MLLT1	-0.201
SLC5A12	0.347
A2BP1	-0.855833333333333
COPS5	-0.00316666666666666
TPM4	-0.381928571428571
TNFSF4	2.254
ACADSB	1.28622222222222
HERPUD1	0.7505
BCL2L11	-0.823444444444444
CEP78	-1.099375
CDCA3	-1.746625
WBSCR19	0.1047
MYO1A	-1.983
PPEF1	2.51083333333333
LOC440348	-0.653
CPEB2	1.27375
BPTF	-0.48625
RPL21	0.321
GSX2	0.619
ADPRH	1.41783333333333
C17orf68	0.833333333333333
KCNS1	-0.667
MLLT6	-0.0911
PIWIL4	1.33325
RNF26	-1.15025
RAP1B	1.416875
ADAMTS1	-1.0524
ZNF571	0.6085
P2RY6	-0.305
TRIM21	1.51933333333333
CADM3	0.323
NLRC5	0.884333333333333
ADRA2B	0.0875
LOC90835	0.741125
PCF11	-0.19275
LOC400451	1.45425
GLTSCR1	0.4421
C17orf88	-0.701666666666667
CDH16	-1.759
FGF7	3.0125
PCSK4	0.848833333333333
NPC1L1	-1.31083333333333
TAT	1.125875
TBCA	0.2205
MGC33407	0.36625
GPR115	-0.92975
CYGB	0.5285
FNBP4	-0.593666666666667
C12orf43	-0.27375
CBL	-0.8581
CLECL1	1.5125
PPAPDC1A	2.6975
WDR25	0.461333333333333
SGCA	1.5985
C22orf29	0.233833333333333
YIPF1	1.3815
GALK2	-0.93725
RAB3B	-2.44875
LOC440087	0.14175
UCP1	0.3745
REEP5	1.86525
FADD	0.0504
FOXA1	2.534375
CACNA1A	-0.165166666666667
ABI1	-0.00916666666666666
GRIN2D	0.6365
SLC1A4	-0.508833333333333
LOC401127	-1.134
HINT2	0.891
PLD4	0.582666666666667
ZNF286A	-0.13275
ENY2	-0.53625
IL1F6	-0.266
PXDNL	0.71675
C20orf79	0.58625
TNFSF13B	3.23033333333333
DENND3	0.66175
JARID1D	-3.36375
HIST1H2AK	0.1855
LOC93349	-0.1317
SSH1	-1.0556
ENSA	-0.79275
LOC219854	0.0163333333333333
CKAP2	-0.4984
DKFZP564J102	0.257
MGC87315	-1.11783333333333
HNRPAB	-0.80225
AMH	-1.534
ZNF526	0.4655
BRUNOL5	-0.3375
CACNG3	-0.0598333333333333
TRPM1	-2.848
PPP2R1A	0.395625
COL2A1	0.25325
DDN	-0.361666666666667
FLJ25770	1.83227272727273
HK2	-1.00071428571429
ELOVL6	-0.92225
MDK	0.248
EPHX1	0.27375
RASSF2	0.786
DKFZP434B0335	-1.09125
DLX3	-0.55375
PRTN3	-0.90025
AVPR1A	0.899
C21orf125	-1.6865
TNFAIP8	0.374833333333333
GNB2L1	0.351
CALCRL	2.85575
SCGB2A2	7.714
UBXD7	-0.08825
ZNF674	-0.0815
TMEM35	0.448375
BRSK2	-1.38
HECTD3	-0.270833333333333
TMEM188	0.8325
LGALS9	2.19975
SCARB2	0.601166666666667
USP34	-0.185583333333333
C17orf28	1.61341666666667
ZDHHC23	-0.53375
AQP12B	0.126
SLC16A3	-2.25275
APLP2	-0.79625
ITIH2	-4.77025
MICAL3	-0.931375
TNNI3K	0.7032
HDAC2	0.686875
PRR7	-0.5064
THBS2	1.635375
LOC751071	0.990333333333333
CA2	-0.3975
RANBP17	1.13225
RLN3	0.41525
CRYZ	0.273333333333333
GBAS	-0.0543333333333333
TAS1R1	-0.154
MPZL3	0.1725
PCDH8	-2.6305
HSP90B1	-0.07975
KCNK15	2.213
TNIP2	0.4435
GPR146	0.205
NOL6	-0.346
SPC25	-2.81122222222222
STEAP2	2.55457142857143
VAMP3	-0.448166666666667
TCIRG1	0.334
ZP4	-0.3545
PARL	0.353
TRIM39	0.150333333333333
KIAA1305	1.88775
CRNN	0.221
GRN	0.144
HSH2D	0.3405
SCAMP1	0.94125
KIAA1913	1.87725
PTS	-0.78775
BANP	-0.0693571428571429
PRKACG	0.09775
ADCY6	0.191833333333333
C16orf46	0.8405
CYP51A1	-0.320375
DDC	-5.8545
ANPEP	-1.0665
PROM1	2.47883333333333
SIGLEC10	1.87975
COPG	0.0915
FAM26E	2.079375
TRIP4	0.3905
SNX3	0.467333333333333
C1orf175	0.296166666666667
PPY2	0.34125
C14orf152	0.28875
FTSJ1	-1.0015
DST	0.52775
LOC554235	0.16175
GLRX5	0.275
C20orf12	1.0968
CAB39	0.0755
MSH2	-0.857333333333333
PIP4K2C	0.987375
CYLD	1.2225
WTAP	0.976
MGAT4A	1.36033333333333
TSC22D4	-0.7332
CHRM2	-1.922
PPYR1	0.294
CCNH	-0.324666666666667
RRM1	0.014
ECAT8	-2.68825
LOC400120	-0.19425
GABRA4	0.21
C14orf4	2.23716666666667
C1orf59	-0.268
CTDSPL	0.697416666666667
NHEDC2	-1.251
PDE11A	-0.0484285714285714
KLHL29	0.72875
CD5	-0.4756
TSPAN9	1.67075
WDR67	-0.94925
THUMPD1	0.4136
C18orf17	0.7645
CLYBL	1.05216666666667
FLJ13231	-0.337875
CMBL	1.06125
LECT2	-0.4215
NKAPL	2.94083333333333
LOC654780	0.7445
OR4C6	-0.648
RAB30	1.08033333333333
TSSK4	-0.499
TMEM163	-0.015
OSBPL11	0.246
GNB5	-1.0595
CCL21	1.67225
C1orf121	0.2165
FMO2	3.458
RPTN	-0.389
MSTN	0.571
VCL	-0.111
FYTTD1	-0.02725
C11orf1	-0.07875
CCDC88C	0.0113750000000001
HFE	-0.0542222222222222
MOGAT1	-1.151
FAM125B	0.656333333333333
IRGQ	-0.914
RAVER2	0.09075
AKAP5	-0.428
SSSCA1	0.1395
C11orf63	0.3165
ACTG2	1.2434
PORCN	-0.561
DTL	-1.47772727272727
TMEM151	0.56025
FAM122C	-1.196
RSAD2	4.6797
BAT4	-0.2475
KRTDAP	0.053
MYH8	0.35925
CRTC3	0.43425
LRRFIP2	0.5145
INTS4	0.316833333333333
TTN	-2.37
SLC26A5	-0.2255
PLLP	-0.077
RGS6	-0.192375
SRGAP3	0.747375
ZNF525	0.129
NBR2	-0.139166666666667
C13orf1	0.1193
ZNF137	0.067
CEP27	-1.65425
BEST2	0.3355
RNF121	0.15975
DMRTC2	3.03625
C8orf76	0.2275
BCCIP	-0.031625
MEST	-0.8085
HTRA2	-0.2105
ANGPTL2	1.5265
ILKAP	0.031
ERAS	0.0855
HBS1L	-0.823125
CPA5	0.21
TMEM30A	1.53833333333333
CD300LF	2.51366666666667
WISP3	2.282
CRK	0.373642857142857
PDS5A	-0.2705
BRPF3	0.305666666666667
NEDD9	0.29675
SMPDL3B	1.1065
PSG6	-1.314
PSMD13	0.43525
ETV5	-1.4965
OR51A4	-0.921
BTBD7	0.217833333333333
GSTO1	-0.78375
hCG_16001	1.5135
MAD2L1BP	0.106333333333333
COX6A2	1.1565
SCNN1A	2.46166666666667
LSM1	0.229333333333333
UGT2B11	-3.353
IDUA	-0.542
PPP2R3C	-0.709
COX11	-0.835166666666667
PDZK1	2.922
ZNF443	-0.357666666666667
MGC21874	0.946666666666667
ZNF323	0.782
KRTAP10-10	0.29
CXCL6	0.065
SLC34A2	1.3388
LOC284402	0.801
NPTN	1.383
UPP1	-2.02708333333333
SLC6A9	-0.52
OR7G3	0.48625
CISD1	-0.8565
ZNF545	-0.326333333333333
SYT14	-1.1365
NT5C3L	-0.0751666666666667
ZNHIT3	-0.000166666666666666
SNRPD3	-0.195
KIAA0701	1.292875
UNC93B1	0.5365
GMNN	-1.355125
SPCS2	1.0195
LOC388524	0.9535
NAPRT1	1.699875
PNLIPRP1	0.7055
OR6V1	0.567
PRKAB1	-0.495
EYA4	-3.3265
KIF20A	-2.27575
ALG10	-0.4825
ITPKC	0.975
LMX1B	0.846
RPUSD4	-1.01666666666667
C7orf34	-0.0516666666666666
DLGAP2	0.53525
PFN1	-0.7569
MICALL2	0.290666666666667
ZNF654	-1.0705
SS18L1	-1.131125
SLC16A8	0.8595
MKI67IP	0.236833333333333
ITGB3	-1.476625
TCEA3	2.69366666666667
CEP152	-2.6358125
CLIP1	-0.44
ZNF75	0.219
ATP5C1	-0.675166666666667
NUDT5	-0.549666666666667
PSCDBP	0.89825
UBP1	0.4035
RBM27	0.58925
C13orf15	2.609625
ZNF282	0.247833333333333
ZNF222	-0.0534
COL10A1	5.22325
PRDM15	-0.94475
TTTY5	-0.535
FAM9C	-1.01009090909091
C20orf67	-0.408
GNG13	-1.4255
F12	0.1905
C1orf41	-0.47575
CPXCR1	0.2665
GSK3A	-0.030625
SUPT6H	-0.120333333333333
PI16	3.03116666666667
ELL2	-0.825583333333333
C9orf167	-1.8525
PVRL3	-1.5685
FLJ38596	0.75225
ADAM20	-0.2125
GPR89A	-0.1655
GPR87	1.739
ZNF30	0.7735
SMR3B	0.263
ZNF770	-0.114875
TRPC4AP	-0.7555
DKFZP686E2158	0.741333333333333
C2orf28	0.279666666666667
FREM1	0.708166666666667
LAMA4	0.785833333333333
ADPRHL2	0.19675
EIF4G2	1.011
GUCA1A	-0.222
CTNNA2	-1.85585714285714
NUDT15	-0.568166666666667
CEPT1	0.531166666666667
ZNFX1	0.4975
CCDC92	0.94675
TDRD1	-2.032
KCNK5	-1.05733333333333
ETNK1	0.640666666666667
LTA	0.1525
TTPA	-0.4265
B3GALNT2	0.0855
SC65	0.0131666666666667
PEX5L	-1.201875
EPS15L1	0.0835
MGEA5	-0.137
HIST1H3A	1.231
ING1	0.344875
BCAT1	-3.28625
ORC6L	-2.20354545454545
KLK11	-4.16433333333333
C19orf28	-0.931625
DNER	-3.96275
MED22	-0.494142857142857
ETV6	0.96925
CHAC2	-1.45375
CD300E	0.2605
CEBPB	0.758166666666667
ZNF398	-0.03075
LRCH3	-0.031
HMGA1	-1.9785
CAPN7	-0.123333333333333
MGC5566	-3.00325
CCL3	2.528625
NANOS1	-0.178125
ZFYVE19	0.50675
APITD1	0.018
PARD3	-0.373125
IRAK4	-0.410666666666667
SERPINI2	-0.2035
CEP170L	-0.913
TTC9	1.652125
MYOM3	-1.41125
MLPH	1.27725
LOC222699	0.2835
NRG1	-0.714583333333333
TBC1D9	3.91445454545455
TTK	-2.53266666666667
ZNF557	0.3707
DDX41	-0.173333333333333
FANK1	1.4175
UBE2D2	-0.085375
PSMB10	0.55675
MYH7B	0.3565
GABARAPL2	-0.454
MARVELD2	1.7455
DGCR2	0.708333333333333
UNC45A	0.0903333333333333
C6orf72	0.1695
ZNF683	4.67725
GIT2	0.107375
CASK	0.629
C14orf161	4.10116666666667
LRRC44	-0.19775
TIFA	0.30725
UTP11L	-0.5275
C6orf65	-0.4085
FDPS	-0.4165
DUSP9	-1.7147
SLC17A8	1.34416666666667
OR51G1	-0.0748333333333333
NANS	0.30825
OLFML1	2.0085
ATP10B	-2.355
NPAS3	-0.49625
PRKCA	-2.4842
GGA2	0.090875
LCE4A	0.4465
SPANXN3	0.989
CCDC115	2.0135
SDCCAG3	-0.693
GLIPR1L1	0.195
TTC1	0.2875
C17orf76	1.651
MAD2L2	-0.9745
HIPK1	-0.4185
LRRC3B	0.710666666666667
CLN3	-0.376863636363636
C17orf47	0.3435
FMN2	-2.292
TUBB1	-1.29557142857143
WAPAL	0.025
C3orf21	-0.44425
SCN5A	-0.306666666666667
SMYD1	0.268
BEX5	0.41375
ZNF192	-0.606
SEC22A	0.444833333333333
GRIA2	2.44571428571429
KIAA0825	-0.3995
NUSAP1	-1.95354545454545
LANCL1	0.34225
C15orf40	-0.5524
ZNF645	0.06475
GPR61	0.671
NLRP14	0.322
SNX21	-0.1442
C1QTNF8	0.191
C17orf46	0.54025
IFNA8	-0.436
SPRR1B	-2.34116666666667
FLRT1	-1.11975
SNX17	0.0971666666666667
ASB2	0.234833333333333
HBG1	-4.6775
RPRML	-0.907
JOSD2	0.227333333333333
PLSCR3	0.781
SPOCD1	0.669166666666667
RAB39	-0.269
GHRH	-0.539166666666667
ITIH5L	0.163
C17orf37	0.383
SMCR8	0.82225
DPY19L2P3	-1.01616666666667
IL11RA	1.18616666666667
GDF3	-3.61933333333333
RPS6KB1	-1.24916666666667
DNAJC19	0.2856
TOP1	-0.54975
CRCT1	-0.36475
MPST	0.127375
DPM2	0.210875
FAM38B	-1.9885
SLC18A1	-3.29116666666667
FARP1	0.620166666666667
PAX7	0.15075
TUBD1	-1.36475
GNL3	-0.944
BTG2	3.02433333333333
NDUFS6	-0.0325
C1orf79	-0.785
ERAL1	-0.53475
ECHS1	0.69425
VPS4A	-0.701833333333333
CYP11A1	0.057625
ABCC6	-0.517857142857143
PBX4	-2.0205
MOSC1	-0.170125
NCF4	0.72375
HYMAI	0.534
NAGPA	-0.569
OTOP2	0.125
ACOT12	0.207
MTHFD2L	-0.30075
LOC441376	5.22825
C19orf34	0.453
RAB1B	0.115
ALDOAP2	-0.265
NTRK1	-1.31833333333333
ARTS-1	1.7937
SLC6A11	-1.1295
NAP1L2	0.1985
CNGB1	0.179333333333333
EPB41L4B	0.44
FAM134B	3.14575
HS3ST3A1	-0.0503333333333333
CPXM2	5.3585
SIRPB2	-0.033
CHORDC1	0.1365
TRIB3	-0.9525
SLC2A5	0.39225
C2orf49	-0.168833333333333
DDX5	-0.2595
OR5L1	1.192
ANAPC4	-0.161666666666667
ZSWIM1	0.44375
LOC93622	-0.022875
KCNK3	-0.2828
RP11-35N6.1	-1.008
ZFP161	0.328166666666667
AQP9	2.312
SLC15A2	-0.0663333333333333
MREG	0.962
OR9I1	0.3195
PDLIM2	0.547
ADAM7	0.508
GSTCD	-0.227166666666667
WDR21A	1.124125
SLC12A8	0.767666666666667
TMEM174	0.13975
IGSF3	0.431
LRRN1	0.481
LOC402117	-0.68725
SRPK1	-0.975
LY6K	-1.122375
NFIA	2.9245
PTCD3	0.070625
LEP	3.5335
PCDH21	-0.1845
MAPKAPK2	0.985214285714286
NMNAT1	-0.486333333333333
LHFPL2	0.422
C9orf43	-0.032
DIP2A	-1.10683333333333
ACTR8	0.201875
CCDC34	0.691
PTPN22	-1.14125
ITGA3	-0.843125
FAM129C	0.44975
RABGGTA	0.306333333333333
UNC45B	0.114
KIAA1033	-0.83625
ZNF510	-0.743166666666667
CYP2D6	-0.578
SLC26A10	-0.989
STX8	0.75
LUZP1	0.0815
WDR89	-0.380166666666667
EIF4G3	-0.6877
C5AR1	0.312375
ZNF623	0.675
A2M	0.7745
TGM7	0.2505
GRPEL1	-0.382333333333333
LMNB2	-1.4991
ROCK2	-0.161666666666667
SNX16	0.07275
CCDC66	0.18325
ANXA3	1.66575
KIAA1609	-0.412875
EED	-0.0625
RNF32	0.399666666666667
HES1	1.0741
CLC	0.963166666666667
ISL1	1.08183333333333
KIAA0528	-0.8035
MANEA	0.292625
C1orf61	-1.8495
hCG_2001000	1.31775
RAPGEF6	0.304
KIAA0020	-0.121
NEIL1	1.131
C16orf45	0.72375
RBM10	-0.245
C10orf125	-1.085875
MRS2L	-0.61225
DNAH17	-1.017
C19orf10	-0.507
C1orf160	0.447
SLFN12	3.00325
EXOC3	-0.293833333333333
HIST3H3	0.6765
NCOR2	0.173166666666667
TNFRSF9	-1.13
MFSD8	0.4885
ALX1	-3.832
NOL1	-1.365
PODN	3.0265
TIAL1	-1.0185
HIST1H1E	-0.8665
NPY6R	0.1035
TM4SF4	0.08325
CORO2A	-0.96675
ETNK2	0.383833333333333
APOE	0.4819
ANGPT4	-0.4445
HDGF2	-0.29075
G30	-0.262
ST8SIA4	-0.491428571428571
F2RL1	0.9345
FAM19A4	-3.532
CCAR1	-0.778
B3GNT7	0.1265
OPHN1	-0.7116
DSCR6	0.954
C21orf13	1.41583333333333
GAS2L1	0.631916666666667
RFX3	-0.142
COPS4	0.541375
BCHE	-4.4655
BCL2	2.829125
HBZ	-2.888
ARL13B	-0.34275
MAPBPIP	0.65025
MYO15B	0.111625
SPZ1	0.22325
KIAA1324	2.69566666666667
PLCL2	-0.378625
C4orf29	-0.33275
WDFY2	-0.485875
ZNF284	-0.248
NAALADL1	0.701
DUSP5	0.958
PXDN	1.36325
SLMO1	0.20675
TNXB	0.6855
BIRC7	-1.03525
A4GALT	0.996666666666667
TIMM22	0.32875
FAM110C	1.11175
TOMM34	-0.807
ABHD9	0.424
ADAM32	2.0425
CRHBP	0.578
AQP2	0.4695
LOC130355	1.26825
ZNF187	0.376333333333333
ZNF816A	0.725
F7	0.3125
CNOT1	-0.0921
SLC13A4	-0.65225
ZBTB11	-0.33925
B3GALT5	1.0325
EXOC2	0.667333333333333
IRS1	0.543
TMEM1	-0.166
MRPL34	-0.518166666666667
SAMM50	-0.47975
CDC42EP3	0.36075
HSF2	-0.2149
MFN2	0.076
TSPAN7	-0.579666666666667
NUCB1	0.74575
RHOH	-0.5715
ARL16	-0.232
TACR1	0.03775
SFRS5	-0.459666666666667
SNX25	-0.081875
RHBDF1	0.952166666666667
PCDH18	2.58516666666667
HMG1L1	-0.788
MYO5C	1.41025
MAPK10	0.7055
LDHAL6A	0.0831666666666667
NUDT12	1.53616666666667
NCAM1	-0.239375
GLIS2	0.391
GGTL4	-0.726
DAPP1	0.73875
ATF7	0.4615
KIAA0748	-1.119
NFIL3	-0.61125
TM6SF1	0.4572
SEZ6	0.294125
NANOS3	0.6985
DNAJA3	-0.196666666666667
CLDN6	-2.9195
CIITA	2.7701
EPHA4	-0.661666666666667
FANCC	0.0145
CMTM3	0.41375
PSG3	-0.775625
MRPL15	-0.59675
C21orf59	-0.55225
PLCXD2	-0.32775
C2orf34	-0.267625
UBE2L6	2.549
MED14	-0.46
HP1BP3	-0.0205
C6orf208	0.755
TPBG	0.64675
OSR2	1.708625
XPC	-0.219166666666667
KLHL7	-0.951166666666667
CCR3	-0.873
AGTPBP1	-1.08466666666667
PCSK6	0.601733333333333
STAT5A	-1.4986
FAM18B	0.76975
LONRF2	1.32366666666667
PTPN2	-0.2705
SF3A3	-0.9555
EFCBP2	-0.355
HCFC1	-0.849333333333333
AHNAK	0.08885
ACTR5	-0.52775
KIF14	-3.39385714285714
TENC1	1.19575
HEATR5B	0.825
YIPF2	0.5995
MYEOV2	0.885
DUSP18	0.844
KIAA1012	-0.0765
AHR	0.0323333333333333
C17orf53	-1.45266666666667
PTPRH	-3.025
ATP6V1C1	-0.0085
TAS2R3	0.324
LOC440356	-0.52525
COQ10B	0.797
PSMF1	0.08125
SORBS2	1.22108333333333
NFE2L2	-0.2705
TMCO7	-0.50175
SH3PXD2A	-0.2063
SH2D2A	-1.25175
SPINK5	-1.0475
MRPS24	-0.65875
OPA3	0.653375
TRAF7	-0.1905
C4orf35	0.394166666666667
MT1G	0.713625
MGC39545	0.2155
HS1BP3	0.1596
OR2B2	0.1195
CHRM4	0.573
SFRP2	3.67633333333333
RIC3	2.8005
ART1	0.7195
C6orf1	0.171
DUS4L	-0.71025
C10orf104	0.74975
TNFAIP6	3.4875
RTEL1	-0.654
CCT4	-0.0518
ZNF709	-0.56075
CHMP6	0.4035
UPP2	0.812
CYP19A1	-2.198375
