Hybridization REF	TCGA-BH-A18U-11A-23R-A12D-07
NFIA	2.966
PTCD3	-0.256125
LEP	3.59883333333333
PCDH21	-0.406166666666667
MAPKAPK2	-0.443
NMNAT1	-0.65
LHFPL2	0.408375
C9orf43	-0.2585
DIP2A	-1.2835
ACTR8	-0.026375
CCDC34	-0.23475
PTPN22	-0.803
ITGA3	-0.22925
FAM129C	0.10175
RABGGTA	-0.251833333333333
UNC45B	0.14075
KIAA1033	-0.0535
ZNF510	-0.162166666666667
CYP2D6	-0.176666666666667
SLC26A10	0.377
STX8	0.7005
LUZP1	0.402875
WDR89	-0.244833333333333
EIF4G3	-0.7022
C5AR1	0.74725
ZNF623	-1.009
A2M	1.73025
TGM7	0.525
GRPEL1	-0.651
LMNB2	-2.6237
ROCK2	0.1925
SNX16	0.7685
CCDC66	0.76725
ANXA3	2.87975
KIAA1609	-0.20175
EED	-0.25125
RNF32	0.3495
HES1	0.9448
CLC	0.579333333333333
ISL1	-1.04283333333333
KIAA0528	0.0265
MANEA	0.1865
C1orf61	-0.3555
hCG_2001000	1.099
RAPGEF6	0.1213
KIAA0020	0.0378333333333333
NEIL1	1.611
C16orf45	-0.12675
RBM10	-0.920166666666667
C10orf125	-0.2815
MRS2L	-0.592
DNAH17	-0.430571428571429
C19orf10	-1.1205
C1orf160	0.237
SLFN12	1.49575
EXOC3	-0.717333333333333
HIST3H3	-0.01875
NCOR2	0.083
TNFRSF9	-1.31075
MFSD8	0.761
ALX1	-3.227
NOL1	-1.90325
PODN	2.674
TIAL1	-0.762
HIST1H1E	-2.20225
NPY6R	0.388
TM4SF4	0.844
CORO2A	-1.333
ETNK2	-1.06016666666667
APOE	-0.2291
ANGPT4	0.2385
HDGF2	-1.552
G30	0.455
ST8SIA4	-0.8855
F2RL1	0.720375
FAM19A4	0.1645
CCAR1	-0.71325
B3GNT7	-0.09925
OPHN1	-0.3286
DSCR6	-1.325
C21orf13	1.73533333333333
GAS2L1	0.478083333333333
RFX3	0.2105
COPS4	0.630625
BCHE	-0.139166666666667
BCL2	2.9485
HBZ	-3.455
ARL13B	0.504375
MAPBPIP	0.3185
MYO15B	0.282875
SPZ1	0.493
KIAA1324	3.10644444444444
PLCL2	0.336875
C4orf29	-0.19375
WDFY2	-0.346375
ZNF284	-1.1415
NAALADL1	0.633
DUSP5	1.30133333333333
PXDN	-0.107
SLMO1	-1.213
TNXB	0.3936
BIRC7	-0.8225
A4GALT	0.531166666666667
TIMM22	-0.1405
FAM110C	0.44875
TOMM34	-1.635625
ABHD9	0.372
ADAM32	2.707
CRHBP	1.38925
AQP2	0.069375
LOC130355	1.543
ZNF187	1.136
ZNF816A	0.2455
F7	-0.191125
CNOT1	-0.4883
SLC13A4	-0.16775
ZBTB11	0.026
B3GALT5	0.6375
EXOC2	0.0316666666666667
IRS1	1.365
TMEM1	-0.221
MRPL34	-0.749333333333333
SAMM50	-0.3485
CDC42EP3	1.475125
HSF2	0.4123
MFN2	0.05325
TSPAN7	1.02416666666667
NUCB1	0.243916666666667
RHOH	-1.21475
ARL16	-0.426
TACR1	0.34125
SFRS5	0.497833333333333
SNX25	-0.02275
RHBDF1	0.191333333333333
PCDH18	3.2295
HMG1L1	-1.00475
MYO5C	1.893625
MAPK10	2.541
LDHAL6A	0.641666666666667
NUDT12	1.3035
NCAM1	0.0325714285714286
GLIS2	-0.0595
GGTL4	-0.2755
DAPP1	0.38675
ATF7	0.401875
KIAA0748	-0.9705
NFIL3	1.006
TM6SF1	0.8395
SEZ6	0.209375
NANOS3	0.601666666666667
DNAJA3	-1.29433333333333
CLDN6	-2.111
CIITA	2.0672
EPHA4	0.237583333333333
FANCC	-0.5945
CMTM3	-0.304625
PSG3	0.136375
MRPL15	-0.74225
C21orf59	-0.19475
PLCXD2	-0.609
C2orf34	-0.51925
UBE2L6	0.840875
MED14	-0.416833333333333
HP1BP3	-0.2669
C6orf208	-0.4195
TPBG	0.4895
OSR2	1.206375
XPC	-0.716
KLHL7	-0.1275
CCR3	-0.765166666666667
AGTPBP1	-0.122833333333333
PCSK6	-0.372266666666667
STAT5A	-0.8293
FAM18B	0.92575
LONRF2	0.2645
PTPN2	-0.04425
SF3A3	-1.30733333333333
EFCBP2	0.12925
HCFC1	-1.22916666666667
AHNAK	0.7343
ACTR5	-0.81725
KIF14	-5.121
TENC1	1.488
HEATR5B	1.3505
YIPF2	-0.115
MYEOV2	0.289
DUSP18	0.97575
KIAA1012	0.55575
AHR	1.25916666666667
C17orf53	-2.4435
PTPRH	-2.8185
ATP6V1C1	0.0679
TAS2R3	0.3885
LOC440356	-1.3315
COQ10B	1.271
PSMF1	0.22925
SORBS2	3.43425
NFE2L2	0.92375
TMCO7	-0.22775
SH3PXD2A	-0.5622
SH2D2A	-1.476
SPINK5	-0.075
MRPS24	-0.704
OPA3	-0.147625
TRAF7	-0.7355
C4orf35	-0.304
MT1G	0.291125
MGC39545	-0.115
HS1BP3	-0.2053
OR2B2	0.078
CHRM4	-0.2155
SFRP2	2.67616666666667
RIC3	2.862
ART1	0.125
C6orf1	-0.240625
DUS4L	-0.537
C10orf104	0.89725
TNFAIP6	2.86325
RTEL1	-1.40375
CCT4	-0.4628
ZNF709	0.0675
CHMP6	-0.0901666666666667
UPP2	0.7885
CYP19A1	-2.53775
CD151	-0.159833333333333
NDUFA13	-0.00233333333333333
ARFRP1	-0.787333333333333
FAM26B	2.20225
CRYBA1	-1.3225
MRPL41	-0.905666666666667
NPFFR2	-1.173
HRH2	0.219
SCAMP3	-0.746666666666667
MTMR6	0.7019
MTG1	-1.36933333333333
UBTD1	0.3825
CRABP1	0.438
FLJ33790	-0.4075
KIAA1908	-0.293833333333333
GPR158	-2.47475
PACSIN3	-0.9975
OMD	4.432
CATSPER1	-1.052
HOXB8	-1.835
FBXO46	0.389
OAS1	0.603
SVIL	1.71475
PHB2	-0.5515
ADCY3	0.1995
NDRG2	3.311
ERMAP	0.7042
APBA2	-0.943166666666667
IGSF9	0.9385
WNT6	0.419214285714286
MYCBPAP	1.78875
ATP2B2	0.1251
CPVL	0.0932
TRAM2	-0.747
NOP5/NOP58	-0.70075
ZNRF4	-0.14425
TLK1	0.0765
MTMR12	0.487071428571428
ZNF384	-0.425166666666667
FAM9B	-2.3905
RPN1	0.2068
PMVK	0.29875
EIF3D	0.4634
SIX2	-1.22325
HPS1	0.2975
RNF7	0.49325
PSKH2	-0.0485
KCTD13	-0.836666666666667
CSMD3	0.185666666666667
FBF1	-0.0905
IL8	-4.274125
SERPINB13	0.4815
FBXL20	-0.36525
BLR1	0.26925
SH2B1	-0.450166666666667
RFNG	-0.988125
RAB20	0.637166666666667
RBM7	0.93175
POLR1A	-0.690333333333333
TMPRSS4	-3.2025
TAF9	-0.273625
TERF2	0.194833333333333
TNFRSF1A	0.216083333333333
ACADVL	-0.0883333333333333
GTF2H5	0.5535
EDG8	-0.321833333333333
C9orf140	-2.387
UST6	-0.3835
ZBTB8OS	-0.30125
ZNF710	-0.37
GPR174	-1.337
ATP6V0A2	-0.25675
KIAA0319L	-1.10416666666667
XKRX	-0.2175
DOPEY2	-0.1296
SDHD	0.711666666666667
SUMF1	1.40525
OSM	2.9345
OPN3	-1.1605
DAGLB	-1.23716666666667
PPFIBP1	0.1797
TRIM63	-2.1765
C10orf53	-0.151
LYPD3	0.4895
BCL7A	-0.028625
AGER	-0.691833333333333
TCF19	-1.725
SAT2	0.97225
PFTK1	0.312833333333333
GABRE	-0.468
C15orf38	0.861
FIS1	0.788
KCNV2	0.42675
CLPS	-0.3605
PPCDC	-0.774625
FOXN2	-0.6845
NT5E	-1.2655
CD83	1.522
IL18	0.3475
VPS16	-0.51425
IGFBP2	-0.872833333333333
NOTCH2	1.13425
SIGLEC1	1.850875
CD93	5.579
SULF2	-0.57325
CEP164	-0.047875
P53AIP1	1.41233333333333
TOR2A	-0.459333333333333
ZNF136	0.36425
MGP	4.036
CCDC144A	-0.0168333333333333
TRPC1	0.948333333333333
SMS	-0.965
MAPK7	0.159833333333333
RRAGC	0.77275
PARD6A	-0.0521666666666667
NUB1	0.218
SYNGR4	-0.76125
OR11H12	0.4865
WIF1	4.64175
GCH1	0.543
OR11H4	0.185
SLC44A5	0.306
GPRIN2	2.45866666666667
LOC401431	0.40825
CPA4	-2.1588
MELK	-4.13633333333333
IL15RA	1.166
CUL3	1.7985
HMBOX1	0.55625
PODXL	-0.5965
CCT6B	2.23916666666667
COMTD1	-1.015
MUC20	1.6505
GPX2	-0.824875
ITK	-0.96175
FBXL5	2.23375
C13orf27	-0.98825
DEFA5	0.5245
TRHDE	-1.633
MTP18	-1.1925
UQCRQ	-0.2638
ITGB2	0.762583333333333
CSRP2BP	0.486
TAS2R44	0.123
PHPT1	-0.27025
FAM44C	-0.27075
ERH	-1.02975
MPHOSPH1	-1.88466666666667
MORC1	-0.703
PARVB	-1.333
LAMA1	-1.64258333333333
PGBD3	0.82475
GIMAP6	4.8165
AREG	0.283333333333333
LIPT1	1.154
MGC99813	-0.75075
C1orf201	0.116833333333333
GRIN2A	-0.3113
MAN2C1	-1.210625
NSUN5	-1.33275
SF3B5	0.20425
MYC	0.019125
NRXN1	2.69566666666667
ZNF18	0.14975
SPDYA	-0.115714285714286
SLC37A1	0.801
DECR2	-0.34025
ANKRD38	1.164
SPTLC3	-0.811333333333333
SUPT16H	-1.23025
DTWD2	-0.49
ULBP1	0.015
ZADH1	0.281833333333333
OIP5	-4.5545
IL10RB	0.2955
OTUB2	-0.865875
VWA3A	-0.185333333333333
SPIC	0.395666666666667
OR6C4	0.2645
PSCD4	1.55433333333333
DPY19L2P2	-0.5455
TRAPPC6A	0.443
C21orf2	-0.4145
CEMP1	-0.22975
LIN7B	0.6415
E2F7	-3.858
VCP	-0.847625
LAMA3	3.21708333333333
BGN	-0.3495
GPR160	0.983333333333333
COCH	-3.36166666666667
GPR81	2.3555
APOBEC3F	-0.59325
tcag7.1017	-0.87025
C1orf32	0.3225
SCGB1D2	5.41375
FLJ43987	-0.778
C6orf170	-0.39225
KLK9	0.001
GPD1L	0.91625
VPS37B	1.14075
ATG3	0.0186666666666667
ADAMTS17	-0.227
KLHDC2	1.051
NDUFV2	-0.3525
BLK	-2.5665
MATN4	0.1365
GPM6A	2.34625
GBP4	2.5445
TMEM162	0.124166666666667
PKP2	-0.1025
HRASLS	1.15966666666667
MMP1	-5.55025
SFXN3	-0.2732
FSD1	-1.79816666666667
ST6GALNAC3	0.340833333333333
CA12	2.1124
NCOA6	0.1975
C19orf58	-0.0929
PPP4R1	-0.217
MAN1A2	-0.770833333333333
IKBKAP	-1.15975
UPF1	-0.895333333333333
KIAA1219	0.1915
WNT16	0.7314
SNW1	0.003625
IL18RAP	3.92525
RPP30	-0.0365
CDC40	-0.114428571428571
SETD3	0.145
SLAMF6	0.108
ELK4	-0.646
TRIM47	0.221666666666667
ACOX3	0.5935
TRIM6	1.71325
KIAA0372	-0.347166666666667
TP53AP1	0.852875
SMURF2	-0.738
ADAD1	0.31
EBP	-1.668
KRTAP13-2	-0.3975
FLJ36874	-0.766333333333333
TOR1A	-0.2715
P2RY4	0.0575
GPBP1	0.289
TRPV1	0.1325
ADAMTS12	1.42016666666667
PES1	-1.0904
ATG4A	0.667833333333333
MAGEA10	-4.3705
WFS1	1.13375
CC2D1B	-0.621
PABPN1	-0.233125
SLC25A30	0.79575
SLCO1C1	0.6565
SLC22A5	1.22925
KIF23	-3.79983333333333
SYN2	0.3225
ASPN	6.723
CENTG2	-0.507
QSOX2	-1.5565
FLJ10815	-0.468166666666667
STK24	-0.0388125
SPEG	1.0813
STK10	-0.431333333333333
DACT2	2.7695
AAAS	-0.8035
SSX3	-1.3745
ABCD3	0.8762
C4orf12	1.72275
PARVG	0.0985
FIG4	0.6675
C9orf46	1.01675
TMCO6	-0.0305
IGHMBP2	-1.345
DUS2L	-1.09683333333333
FAM3C	0.716625
TMEM16D	-1.47725
DCTN4	0.715
KCNH3	0.76925
EIF2AK2	-0.90025
AP1S3	0.00125
CST4	0.2995
PAM	1.467625
NUTF2	-1.34425
CITED2	1.5089
SLC39A4	-0.81725
C2orf52	-0.9795
GRM3	-0.07425
C12orf49	0.416875
CCDC49	-0.1518
GRAMD1B	-1.15225
FNDC4	1.42325
SIAH2	-0.656125
GDPD4	0.14175
C21orf87	0.600625
ATP5A1	0.0188333333333333
C16orf63	-0.58125
LOC388135	-0.356333333333333
ATP5J2	-0.654375
MMP3	-2.0645
EMID2	0.245
CRHR1	0.1285
WDR70	0.00425
C13orf31	1.059
ZFAND1	1.00625
CCL18	5.21933333333333
C3orf49	-0.0045
RINT1	-0.6435
KIAA0408	0.2045
F13A1	5.4433
SLC10A1	-0.0406666666666667
OGN	5.517
GIPC2	0.495666666666667
XPO6	-1.48816666666667
LCE1A	0.1605
FMR1	-0.0907
LOC374920	0.243
DUSP3	0.27075
ANKMY1	-0.92125
C7orf50	-0.8625
BBS9	0.2344
UNC119B	0.1385
C9orf72	1.490875
MGC35440	-0.59575
ENTPD6	-0.28125
PPP1R2P9	-0.219
ERCC4	-0.44
FAHD2B	0.1215
HMHA1	-0.557
HACL1	0.013
RAD23A	-1.78566666666667
FAM83B	-1.36975
PPP5C	-1.4705
RNASEH2C	-0.309625
C9orf153	-0.55425
SCAMP4	0.209125
GHITM	0.7173
NDUFB7	0.28775
ADCYAP1	0.7995
SP110	1.18316666666667
MAP3K7IP2	1.117
DHH	0.2485
AGRN	-0.248357142857143
WDR33	0.0143333333333333
CEP290	-1.25183333333333
PRPS1L1	-2.0865
KLRA1	0.1855
GPR97	0.3545
CHD7	-0.575
TLR10	1.84125
SLC30A8	-1.0025
HIC1	1.518
IAPP	-0.153
RXFP4	0.2835
GP1BB	-0.719
SHQ1	-0.2485
NKX2-3	0.1135
API5	-0.36225
FTHP1	0.7395
MOV10L1	0.19
TRIM6-TRIM34	1.619
ADHFE1	2.1465
FAM117A	0.40075
DDI1	0.305166666666667
CDON	0.473333333333333
TRIM73	-0.889
IGKC	4.707
MMP14	-1.55358333333333
DYNC1LI1	-0.156875
C11orf66	0.48575
TRBV3-1	-1.66175
FASTKD5	0.3275
BIVM	-1.35225
LHX4	-0.125
CXCL2	3.3669
RAB2B	0.714666666666667
IZUMO1	-0.00149999999999999
MAP3K15	-1.025875
FAM19A2	0.820833333333333
ZC3H8	-0.359166666666667
ZMAT1	2.06775
SPINK5L3	-2.82725
SLC10A6	0.707
APPL2	0.57375
CARD10	0.366333333333333
LOC402176	0.509375
EEF1D	0.3685
RAB6A	0.0695
C12orf5	-0.15025
PAPOLG	0.86375
MSRB2	0.9035
BCR	-0.151666666666667
PUS3	0.063
TIAM2	1.06975
ZNF317	0.134166666666667
CHD2	0.168428571428571
FZD5	-0.9135
NUDT8	-1.191
ZNF763	-0.0005
PRC1	-3.49922222222222
ABCB9	-0.4065
SPATA3	0.227
TRAK2	0.372
STAB1	2.723375
LRRTM2	0.634166666666667
psiTPTE22	-1.2945
DBI	0.88775
SERPINA11	-0.89425
NAT5	0.25925
C20orf58	-2.118
RPS6KA4	0.002
FLJ90650	1.95825
TGFBRAP1	-0.75475
CHRDL2	1.037
FAHD2A	-0.1325
CNTN1	0.9875
BBS4	-0.434
TMEM181	0.15075
MINPP1	-0.24775
MPHOSPH6	0.248916666666667
HOXC10	-0.258
ITPKB	0.35025
CLPTM1L	-0.341
MEOX2	2.5835
ATP6V0C	-0.045875
PRPF8	-0.667333333333333
TMC5	1.91
FKBP3	-0.70475
PLEKHB2	-1.295125
OR4D6	0.4075
ZNF544	-0.4575
D2HGDH	-0.535625
RPL18A	-0.1506
HEL308	0.740875
MPP6	-1.642
TCERG1	-0.992
KRT16	2.1655
KLF17	-1.1515
KLF5	1.774625
CDR1	2.95375
VCX3A	-2.9905
FBLN2	2.285375
C14orf104	-0.16575
HBE1	-4.6733
OR4S2	0.41
C1orf108	-0.351166666666667
ROBO4	3.86866666666667
CPEB4	0.27025
C11orf80	-0.682166666666667
BCKDHA	-0.00883333333333334
MYOC	6.112
GIF	-0.103
CKMT1A	0.5765
RPL3	1.2711
THBS1	1.640875
APOO	-1.33975
ARMCX1	2.177
HSZFP36	1.0455
SNAPC5	-0.2205
EIF4ENIF1	1.19875
ZNF433	0.41675
TNFRSF21	-0.320625
TMPRSS7	0.194
SPATA18	1.9755
HPDL	-2.3815
MKL2	1.9091
TBX3	0.350615384615385
C21orf93	0.357833333333333
DAXX	-0.99575
ELMO1	0.39925
RGS13	2.52
TAF11	-0.17675
UNC13A	-2.400125
LOC653314	-0.0844
ORC3L	-0.2505
IMAA	-3.093
TARBP2	-1.091
CABIN1	-0.9337
TRIOBP	0.2985625
HIST1H2AC	-0.692625
RGS22	-0.529333333333333
NCOA1	1.65183333333333
IL25	1.6075
SNCG	2.321
GPR6	0.0745
AMDHD1	-1.5795
CHEK2	-0.480125
C6orf142	0.54425
DRD4	-1.01725
C14orf68	-1.12075
GDF11	-2.5855
SEMG2	0.305
CD247	-0.6285
CDAN1	-1.491
RBMX2	0.195
TGS1	-0.51475
OIT3	-0.854333333333333
SYF2	0.974
MCM4	-3.612125
PKHD1L1	2.8265
CEP192	-0.404333333333333
IFT88	0.876
RPL9	0.940285714285714
RAB32	1.2495
DDX43	-1.157
P2RX2	-0.0218333333333333
OR5D18	-0.209
UBE1	-0.727916666666667
SLC24A1	1.4335
ARHGAP5	-0.0145
CETP	-1.167
KIAA1731	-1.24416666666667
SLC9A4	0.119
PTPN6	0.1905
BAHD1	0.23325
GRIK3	-0.3625
CACNB2	0.7524
PDE10A	-1.085
DGCR14	-0.4635
PCDHB9	0.110833333333333
RHOQ	0.884666666666667
MAP3K4	0.442
KTI12	-0.467666666666667
RPL23AP13	-0.107
GNG11	1.6255
CLCN3	0.0591666666666667
GPAM	1.904875
VSTM2A	0.1395
SLAMF7	2.01083333333333
INTS2	-1.002
PPP2CA	0.1693
LRP12	0.298266666666667
SEC14L2	2.40455555555556
DKFZP586H2123	4.838
MC3R	-0.07
CIRH1A	-1.1705
HIST1H2AB	-0.669333333333333
POLH	-1.6185
MGC16703	-1.626
SNAPC2	-0.1015
FILIP1L	2.463
RASGRP4	0.096
LRRC1	1.30125
GAS1	3.572
PRAC	-0.80875
DGKA	-0.2135
NT5C3	-0.58525
PEG3	-1.90741666666667
NADK	-1.845
PRR17	-1.4025
LOC374569	0.34225
SGSH	-0.0688333333333333
NLRP8	0.6055
GALT	0.3653
MCF2	-0.447
ZNF263	-0.48625
TACSTD1	0.780333333333333
TYR	-5.8695
ATP6AP2	0.19725
RNUXA	0.1955
ABHD10	0.4461
GDPD2	-1.21975
SLC35C1	0.469
UBE2A	0.217375
HERC5	0.336666666666667
FAM112B	-4.36116666666667
FBXL16	0.13275
DKFZP434A0131	-0.84275
ELA3A	-1.986
RBM41	-0.939125
HAO2	0.52775
RNH1	-0.30375
SHANK2	2.39783333333333
OSBP2	-1.632375
DAK	-1.4345
C3orf58	1.30791666666667
TCL1B	-1.4955
KBTBD2	0.17075
SUGT1L1	1.568
UBE2E2	1.10183333333333
MYL9	3.371625
CDC23	-0.572166666666667
PBXIP1	1.1313
CXorf40B	0.2175
NBL1	1.52475
RTBDN	0.159
RAB11FIP5	0.354
TTTY13	-0.2535
SCOTIN	-0.526083333333333
SOHLH1	-1.17583333333333
CDKN1A	0.829857142857143
NCK1	0.719
ZNF550	0.08475
SAPS3	0.328916666666667
SPIN3	0.677166666666667
MAGEE2	0.307
MIS12	0.067
OR8H2	0.337
KIAA0774	-0.332333333333333
UNC5D	-1.188
CUL7	-0.972166666666667
LIPC	-1.5105
DIO1	0.0265
C20orf11	0.066
CTRL	-0.52975
HS3ST2	1.7735
PAK4	-0.126333333333333
CCRL1	5.3235
RNF10	-0.330375
ZNF567	0.6355
ZNF660	-1.1825
TCEAL3	1.46525
MAGOH	1.68716666666667
CENPB	-0.756666666666666
C19orf7	0.70925
LOC388965	0.6155
ZCCHC13	-0.029
JMJD1A	-0.317
HIST1H4H	-1.4975
TBRG1	0.1137
GPC3	-1.581125
TAF1C	-0.491125
EBNA1BP2	-0.953666666666667
CIAPIN1	-0.74475
PDGFRA	0.798666666666667
CSTB	-0.21375
CENPI	-3.6755
GTF2E2	-0.663333333333333
RPP21	-0.24
CCNF	-2.56116666666667
KCNQ3	0.5685
FAM79A	1.21275
SLC22A12	-0.054
NOVA1	1.32933333333333
FZD3	1.2218
AKAP8	-0.56525
SOCS5	1.04325
CFDP1	-0.50725
DLG5	0.552
PGM5	1.78091666666667
C1orf144	-0.317333333333333
HDAC10	-2.0095
RND2	0.00299999999999999
C20orf199	-0.386
RNMT	-0.5325
SLURP1	0.193875
ASTN1	1.16625
SH3BGR	2.59175
MYCL1	-0.376625
ZHX1	1.11033333333333
CENPK	-3.99825
FOSB	3.846
LOC643406	-0.14825
C2orf59	-0.777375
TMEM135	0.265375
SLC27A2	-3.357
KRT33A	2.427
OVOL1	1.365875
PAMCI	0.4685
S100A7	0.335
ZNF789	-0.5965
HARS2	-0.19525
RPL23A	-0.505166666666667
TCF23	0.30325
UPF3B	-1.48475
C17orf78	0.292
HLA-DOB	0.766
C14orf142	0.4505
TEKT5	0.838166666666667
DMWD	0.223
POLD1	-2.478
GSCL	-0.572
CALD1	1.4601
SCRT1	-0.539166666666667
AIG1	1.64825
UNC84B	-0.8915
ZNF404	0.80125
TMED6	0.379
KIAA1462	-0.6495
LRRC27	1.28533333333333
PYGO1	-0.1695
PIGU	-0.852166666666667
ALAS2	-2.295
WRNIP1	0.158125
CNNM3	-0.9925
ZNF2	0.05025
ST3GAL5	0.0108333333333334
MRPL23	-0.02975
TSSK6	-0.1235
PSMA6	-0.7565
C16orf70	-0.41675
KIAA1602	0.0455
ALMS1	-0.397666666666667
DCN	4.9115
TMEM132D	-0.57375
SUCLG2	0.2955
ABHD14A	0.4995
DEXI	-0.163666666666667
AMPD2	-1.476
IFNAR2	-0.504833333333333
CYB5A	2.3314
TLOC1	1.35835
NXF5	-0.429166666666667
NRBF2	0.932125
KCTD3	0.6285
ITGAE	-0.296166666666667
SLC30A3	-1.911
ZRF1	-0.834
IFRD2	-0.63425
XAB1	-0.17775
PYCR2	-0.977
SERPINB3	-2.8845
TMLHE	0.4162
GEFT	-1.270375
ABCA5	1.3535
EMR4	-0.0526666666666667
TSFM	-0.66175
HIST3H2BB	-1.81125
ARHGEF19	-0.52775
TSPAN17	-0.397833333333333
ABCC8	3.46275
MAP1S	-0.297166666666667
C22orf36	0.88
BNC2	-0.230571428571428
HIST1H4A	-1.5985
NDUFS3	-0.508
WDR3	-0.9095
XKR4	0.319
TTC33	0.6825
STMN2	3.966
CPN2	-0.0321666666666667
HSPC105	1.28325
PCOLCE2	1.31075
C3orf55	3.599
KLHDC9	1.73316666666667
TBC1D23	0.145
ATXN2L	-1.48216666666667
MAP2K3	0.678333333333333
SCAP	-0.642
ZNF486	-0.348833333333333
C20orf96	-1.2405
NARS	-0.6545
ADAMTSL1	-0.478428571428571
PRCC	-0.2305
CCDC126	2.68341666666667
ZNF675	-0.31575
CALCOCO1	1.4885
ANKRD43	2.53425
CWF19L2	0.671166666666667
ZBTB32	0.0191666666666667
BRAF	-0.3035
ODF4	0.4935
MGC14376	2.48616666666667
HORMAD1	-2.6645
AAK1	-0.4865
PEBP1	0.827833333333333
TNFSF5IP1	0.217166666666667
DKFZp564N2472	0.05425
RMND1	0.026
IGKV1-5	4.04325
COL1A2	1.7155
SERPINA5	-0.891125
AANAT	0.441
C19orf21	-2.32533333333333
GEMIN5	-1.21225
UBR4	-0.1995
LTBP3	0.343333333333333
AMHR2	-1.75483333333333
PROCR	-0.235
MYBBP1A	-1.278
C20orf39	-2.27683333333333
ZNF697	-0.750125
PASK	-1.3338
ZNF776	-0.306833333333333
RFXDC2	-0.393125
KIAA0467	0.68
C10orf96	-1.40575
ZNF503	0.129
GULP1	0.896583333333333
KCNE4	-2.61916666666667
DKFZp434K191	-0.194125
LOC196913	0.175
BHLHB4	-1.6145
CH25H	3.4
LOC81691	-1.34583333333333
ALPL	0.760071428571429
COL12A1	1.045875
FOLR3	0.388666666666667
GPR123	0.230875
TRIM62	-0.179714285714286
ABLIM1	1.776
MAST3	-0.7045
RHBDD1	0.336
LOC338809	-0.1625
RYBP	-0.705
TTC26	-0.651125
ZNF22	0.448166666666667
ISCA2	-0.234
RDM1	-2.919
PIGM	0.3495
GNB3	-0.857
ACTR2	-0.5506
HMGB1	0.1078
EDG1	4.59416666666667
SOAT2	-2.99325
OR10AD1	0.5675
RAP1GDS1	0.756916666666667
LCE1F	0.431
ESM1	-2.342375
RCN3	0.55375
CREBL1	-0.658
DBNL	-1.43516666666667
PTGER3	3.122
USP30	0.0575
BCL2L12	-0.9615
KIF26B	0.71575
ZNF416	0.32
ZNF225	-0.0145
C17orf70	-1.211
ZNF554	0.45975
RAE1	-1.42883333333333
TNIK	0.543166666666667
ACTN3	0.502
MGC45922	-0.177
CCNA1	1.99483333333333
RYK	1.3305
IL26	0.0855
LRP3	0.205333333333333
QARS	-0.56975
SOX7	2.05171428571429
BID	-0.66175
OR2S2	0.0395
CXCL14	4.89425
C11orf47	-0.6345
MGC29891	-0.588833333333333
HSPB8	2.6833
PRDM14	-1.8225
NUFIP2	0.96325
MNAT1	-0.108875
ZDHHC2	0.803333333333333
MBNL2	1.627625
ADD3	1.440125
CSNK2A1P	-1.5685
KLK6	2.33283333333333
TMEM111	0.0632
KIAA1279	0.64475
NUBP2	-1.15766666666667
RAB42	-1.808
ID3	-0.1604
TM9SF1	-0.02625
MDP-1	-0.094
POU4F2	-0.0513333333333333
IQCK	1.61375
C16orf14	-1.8555
CAPN3	-0.902375
FAM43B	-0.15575
RECQL	-0.879
AP1G1	-0.326214285714286
CTNNBL1	-0.658833333333333
ECHDC1	0.461166666666667
SMARCC1	-1.5762
FOXQ1	-2.22425
GNAI3	0.225333333333333
POLG2	-1.4505
CD4	1.023875
ITLN1	-0.78625
EBI2	4.82975
IRF1	-0.603
PTPRE	2.2501
PTK2B	-0.67925
NXNL2	1.1095
SOX4	0.331111111111111
TSPAN3	0.263166666666667
SH2D1A	-2.56583333333333
C8orf58	0.163833333333333
USP20	-1.23575
DUSP22	0.215916666666667
CALB1	-2.126
L3MBTL2	0.8775
MCRS1	-0.54
TMEM118	-2.3175
C18orf8	0.570666666666667
FLJ10241	-0.52925
GJA12	2.67075
PKD1	-0.287333333333333
ZFP3	0.6905
JAM3	-0.18775
LAPTM4A	1.6642
DIRC2	0.60875
KIAA2022	0.791
MYOM1	1.987
TRPM8	-1.65883333333333
MOP-1	0.086
PHKG2	-0.74975
ZNF650	0.65325
KIAA1522	0.6515
PSG8	0.028
DDX19B	-0.538
MOBKL1B	0.01975
DIAPH2	0.101583333333333
PTPN12	0.45125
CLN8	-0.0762
CRYZL1	0.599166666666667
CRY2	0.824
FCGR2B	4.17133333333333
PNPLA4	1.723875
ZNF454	1.036
DKFZp434B1231	0.626
CLDN11	1.6256
RFWD2	0.273
CIB2	-0.382166666666667
MXRA8	2.420125
HRK	-1.12475
MAML2	1.078
C4orf31	1.46025
C6orf192	1.0605
COG6	0.73975
FAM5B	2.59525
NFATC1	1.0148
SEPT10	0.695
SCYL1	-0.9856
RPP40	-0.96225
SCOC	1.3184
KIAA1450	0.68375
CTDSPL2	-0.20875
TBX5	2.16566666666667
NAPG	-1.04375
RHD	-4.08125
C14orf45	2.70133333333333
ZBTB22	0.91
PLCG1	-1.7585
ANKRD10	-0.032625
AQP7P2	4.10325
TAGLN2	-0.318166666666667
HTR2C	-0.763333333333333
SLC16A7	0.861833333333333
C17orf83	0.16125
TSGA14	-0.567416666666667
MDH1	-0.255
PPP3R2	0.176833333333333
DCBLD2	-1.67114285714286
RBM33	-1.29625
